"id","mode","stop_name","stop_desc","lat","lon"
7102,8,CTRA.M608-INSTITUTO,Ctra de Cerceda a Manzanares 27900,40.714359283,-3.901898146
7103,8,CTRA.M862-LA GAMONOSA,Ctra   M-862 1200,40.729564667,-3.790256500
7104,8,PºERMITA SANTA ANA-C.C.EL VENTANAL,Paseo de la Ermita de Santa Ana 14,40.657619476,-3.758142233
7105,8,PºMAGDALENA-ERMITA,Paseo de la Magdalena 20,40.652549744,-3.766305447
7106,8,PºMAGADALENA-POLIDEPORTIVO,Paseo de la Magdalena 20,40.653430939,-3.771602869
7107,8,AV.SAN AGUSTÍN DE GUADALIX-CENTRO DE SALUD,Avda de San Agustín de Guadalix 2,40.661209106,-3.761684418
7108,8,CTRA.M609-CENTRO PENITENCIARIO,Ctra   M-611 3400,40.715080261,-3.793637037
7109,8,CTRA.M609-CENTRO PENITENCIARIO,Ctra   M-609  3.700,40.715057373,-3.792914391
7110,8,CERCEDA-EL SOTO,Ctra de Navacerrada 7,40.699493408,-3.932579279
7111,8,ESTACIÓN DE AUTOBUSES COLLADO VILLALBA,Calle   Rafael Alberti 15,40.626441956,-4.004561424
7112,8,CTRA.MORALZARZAL-LA FRONTERA,Calle la Granjilla 19,40.641983032,-3.996042728
7113,8,CTRA.M608-CEMENTERIO,Ctra  Moralzarzal 20,40.646202087,-3.994721651
7114,8,CTRA.M608-POLIDEPORTIVO,Ctra   M-608 a Cerceda 34400,40.680088043,-3.959110737
7115,8,CTRA.M608-POLIDEPORTIVO,Ctra   M-608 a Cerceda 34400,40.679981232,-3.960032225
7116,8,MANZANARES EL REAL-FUENTE DE LAS ERMITAS,Avda de Madrid 15,40.728023529,-3.859381676
7117,8,MANZANARES EL REAL-FUENTE DE LAS ERMITAS,Avda de Madrid 24000,40.727687836,-3.859543085
7118,8,CTRA.M608-PEÑA DE LAS GALLINAS,Ctra de Cerceda a Manzanares 27200,40.715389252,-3.894370317
7119,8,CTRA.M608-PEÑA DE LAS GALLINAS,Ctra de Cerceda a Manzanares 27200,40.715293884,-3.893883705
7120,8,MANZANARES EL REAL-IGLESIA,Avda de Madrid 6,40.726192474,-3.863395929
7121,8,CTRA.EL ESCORIAL-CENTRO DE SALUD,Ctra de Torrelaguna-Escorial 40,40.751804352,-3.787652969
7122,8,CTRA.TORRELAGUNA-CENTRO DE SALUD,Ctra de Torrelaguna-Escorial 7,40.751796722,-3.787392378
7123,8,PºMAGDALENA-EL PORTACHUELO,Paseo de la Magdalena 2,40.654232025,-3.774462700
7124,8,AV.JUAN PABLO II-AGAPITO G.SERRANITO,Avda de Juan Pablo II 16,40.646934509,-3.778648138
7125,8,AV.JUAN PABLO II-AGAPITO G.SERRANITO,Avda de Juan Pablo II 16,40.647163391,-3.779384136
7126,8,AV.JUAN PABLO II-TALGO,Avda de Juan Pablo II 16,40.647159576,-3.786314964
7127,8,AV.JUAN PABLO II-TALGO,Avda de Juan Pablo II 16,40.646903992,-3.785767794
7128,8,PºMAGDALENA-EL PORTACHUELO,Paseo de la Magdalena SN,40.654033661,-3.774401426
7129,8,PºERMITA SANTA ANA-C.C.EL VENTANAL,Paseo de la Ermita de Santa Ana SN,40.658946991,-3.757459164
7130,8,MANZANARES EL REAL-GTA.EL MONTAÑERO,Calle   Real 5 N,40.725708008,-3.867830276
7131,8,MANZANARES EL REAL-GTA.EL MONTAÑERO,Calle de la Paz 2,40.725479126,-3.868206263
7132,8,EST.COLMENAR VIEJO,Extrr   Estación Navarrosillos 2,40.645847321,-3.776944160
7133,8,REAL-PZA.ESPAÑA,Calle   Real 55,40.630584717,-4.005959511
7134,8,AV.VÍCTIMAS DEL TERRORISMO-POLIDEPORTIVO,Avda de las Víctimas del Terrorismo s/n,40.745857239,-3.784254313
7135,8,AV.VÍCTIMAS DEL TERRORISMO-POLIDEPORTIVO,Avda de las Víctimas del Terrorismo s/n,40.746921539,-3.783721924
7136,8,AV.VÍCTIMAS DEL TERRORISMO-CALVO SOTELO,Avda de las Víctimas del Terrorismo s/n,40.752948761,-3.782406807
7137,8,AV.VÍCTIMAS DEL TERRORISMO-CALVO SOTELO,Avda de las Víctimas del Terrorismo s/n,40.752685547,-3.782451153
7138,8,CERCEDA-PAJAR MADERERO,Ctra de Navacerrada 13,40.699745178,-3.935932398
7139,8,REAL-EST.VILLALBA,Calle del Sol 1,40.627456665,-4.008182526
7140,8,REAL-EST.VILLALBA,Plaza de la Estación 7,40.626560211,-4.008452892
7141,8,HOSPITAL GENERAL DE VILLALBA,Ctra de Alpedrete 40400,40.653270721,-4.002278328
7142,8,CERCEDA-CºBOALO,Ctra de Navacerrada 4,40.699989319,-3.934811354
7143,8,AV.SEVERO OCHOA-ESTACIÓN PRÍNCIPE PÍO,Avda de Severo Ochoa 1,40.650482178,-3.788352728
7144,8,AV.SEVERO OCHOA-GTA.SEVERO OCHOA,Avda de Severo Ochoa 1,40.647460938,-3.788411856
7145,8,AV.SEVERO OCHOA-AV.JUAN PABLO II,Avda de Severo Ochoa 1,40.647529602,-3.788034201
7146,8,AV.SEVERO OCHOA-TRANSIBERIANO,Avda de Severo Ochoa 1,40.650608063,-3.787999392
7147,8,AV.SEVERO OCHOA-ESTACIÓN ATOCHA,Avda de Severo Ochoa 1,40.652488708,-3.788459301
7148,8,AV.SEVERO OCHOA-TREN DE LA FRESA,Avda de Severo Ochoa 1,40.652565002,-3.788105249
7149,8,CTRA.COLMENAR VIEJO-ACADEMIA ARTILLERÍA,Ctra   M-607 Colmenar Viejo 11700,40.513126373,-3.684509039
7150,8,CTRA.M607-RESIDENCIA ANCIANOS,Acces   M-607 1,40.524585724,-3.688120127
7151,8,CTRA.M607-CIUDAD ESCOLAR,Ctra de Colmenar Viejo (VIA DE SERVICIO) SN,40.528270721,-3.691015005
7152,8,CTRA.M607-HOSPITAL UNIV.RODRÍGUEZ LAFORA,Ctra de Colmenar Viejo (VIA DE SERVICIO) SN,40.531833649,-3.692987919
7153,8,CTRA.M607-HOSPITAL CANTOBLANCO,Ctra de Colmenar Viejo (VIA DE SERVICIO) SN,40.538307190,-3.695050240
7154,8,CTRA.M607-UNIV.AUTÓNOMA,Acces   M-607 1,40.540676117,-3.696952343
7155,8,CTRA.M607-CRUCE CTRA.ALCOBENDAS,Acces a la Universidad Autónoma 7100,40.548366547,-3.703315020
7156,8,CTRA.M607-EL GOLOSO,Ctra   M-607 Colmenar Viejo 16800,40.554924011,-3.709017515
7157,8,CTRA.M607-LAS JARILLAS,Ctra   M-607 Colmenar Viejo 18700,40.572181702,-3.709518671
7158,8,CTRA.M607-CEMENTERIO LA PAZ,Ctra   M-607 Colmenar Viejo 19400,40.578586578,-3.705580950
7159,8,CTRA.M607-DEPURADORA,Ctra de Madrid 28.500,40.642013550,-3.730468988
7160,8,CTRA.M607-DEPURADORA,Ctra de Madrid 26800,40.640277863,-3.731561661
7161,8,CTRA.M607-EST.TRES CANTOS,Ctra de Colmenar Viejo 21800,40.596660614,-3.717081070
7162,8,CTRA.M607-PINOSIERRA,Ctra de Colmenar Viejo 20800,40.589416504,-3.711024284
7163,8,CTRA.M607-PUENTE SUR,Ctra de Colmenar Viejo 20300,40.585781097,-3.707452536
7164,8,CTRA.M607-EL GOLOSO,Ctra   M-607 Colmenar Viejo 16900,40.555404663,-3.710239172
7165,8,CTRA.M607-CRUCE CTRA.ALCOBENDAS,Acces a la Universidad Autónoma 7200,40.547954559,-3.706026793
7166,8,CTRA.M607-UNIV.AUTÓNOMA,Ctra   M-607 Colmenar Viejo 14900,40.539676666,-3.699398041
7167,8,CTRA.M607-CIUDAD ESCOLAR,Ctra   M-607 Colmenar Viejo 13400,40.527500153,-3.691609144
7168,8,CTRA.COLMENAR VIEJO-ACADEMIA ARTILLERÍA,Ctra   M-607 Colmenar Viejo 11700,40.513008118,-3.684909105
7169,8,CTRA.COLMENAR VIEJO-SANTA ANA,Ctra   M-607 Colmenar Viejo 9700,40.499137878,-3.699271917
7170,8,CTRA.M607-PUENTE SUR,Ctra de Colmenar Viejo 20300,40.585597992,-3.706800699
7171,8,CTRA.M607-EST.EL GOLOSO,Ctra   M-607 Colmenar Viejo 17200,40.558380127,-3.712597370
7172,8,PºCASTELLANA-HOSPITAL LA PAZ,Paseo de la Castellana 300,40.480075836,-3.685765982
7173,8,AV.LIBERTAD-POL.IND.LA MINA,Calle del Pradillo 2,40.657638550,-3.752629995
7174,8,AV.LIBERTAD-C.C.EL VENTANAL,Avda de la Libertad 99,40.657917023,-3.756643295
7175,8,CTRA.M607-CEMENTERIO LA PAZ,Ctra   M-607 Colmenar Viejo 19300,40.577476501,-3.706951618
7176,8,CENTRO PENITENCIARIO MADRID V,Ctra   M-608 17000,40.717170715,-3.785965919
7177,8,CTRA.M607-EST.TRES CANTOS,Ctra de Colmenar Viejo 21900,40.597465515,-3.717633486
7178,8,Pº CASTELLANA Nº 292-HOSPITAL LA PAZ,Paseo de la Castellana 292,40.478778839,-3.685682058
7179,8,CTRA.COLMENAR-HOSPITAL RAMON Y CAJAL,Ctra   M-607 Colmenar Viejo 8400,40.487880707,-3.697007656
7180,8,CTRA.COLMENAR-HOSPITAL RAMON Y CAJAL,Ctra   M-607 Colmenar Viejo 8300,40.487091064,-3.696952105
7181,8,NARROS DEL CASTILLO-GTA.MÚSICOS,Calle de Narros del Castillo 26,40.667694092,-3.776665211
7182,8,MOLINO DEL VIENTO-AUDITORIO,Calle del Molino de Viento 24,40.664371490,-3.773988485
7183,8,PºREDONDILLO-EL PORTACHUELO,Paseo del Redondillo 72,40.654830933,-3.775309563
7184,8,PºREDONDILLO-EL PORTACHUELO,Paseo del Redondillo 72,40.655010223,-3.775086880
7185,8,AV.POETAS-LAVANDERAS DEL MANZANARES,Paseo del Redondillo 2,40.657649994,-3.776383162
7186,8,AV.POETAS-JAMAICA,Avda de los Poetas 36,40.658275604,-3.776224852
7187,8,AV.POETAS-RÍO GENIL,Avda de los Poetas 2,40.661338806,-3.776212931
7188,8,MOLINO DE VIENTO-LOS RESIDENCIALES,Calle del Molino de Viento SN,40.661949158,-3.776137352
7189,8,MOLINO DE VIENTO-CENTRO DE SALUD,Plaza de los Rios 34,40.663875580,-3.774077415
7190,8,CORAZÓN DE MARÍA-GTA.MÚSICOS,Gta de los Músicos 9,40.668235779,-3.776316643
7191,8,AV.ANDALUCÍA-SANTA CECILIA,Avda de Andalucía 47,40.670845032,-3.778464794
7192,8,AV.MEDITERRÁNEO-CÓRDOBA,Avda del Mediterráneo 42,40.668991089,-3.780797482
7193,8,AV.ADOLFO SUÁREZ-RTDA.ARMADA ESPAÑOLA,Avda de Adolfo Suárez 1,40.665016174,-3.785246849
7194,8,AV.INDUSTRIA-YUNQUE,Avda de la Industria 52,40.614494324,-3.702411890
7195,8,AV.INDUSTRIA-YUNQUE,Avda de la Industria 37,40.614295959,-3.702516317
7196,8,AV.COLMENAR VIEJO-GUARDIA CIVIL,Sect   Foresta 3,40.613231659,-3.710212708
7197,8,AV.COLMENAR VIEJO-GUARDIA CIVIL,Avda de Colmenar Viejo S/N,40.613307953,-3.711052895
7198,8,AV.COLMENAR VIEJO-CENTRO COMERCIAL,Avda de Colmenar Viejo 1,40.610813141,-3.712362051
7199,8,AV.VIÑUELAS-GTA.ROBLE,Avda de Viñuelas 38,40.596099854,-3.702243090
7200,8,VADO-MARTE,Calle del Vado 44,40.598503113,-3.701618195
7201,8,VADO-COLEGIO,Calle del Vado 66,40.600490570,-3.701910734
7202,8,VADO-COLEGIO,Calle del Vado 66,40.600399017,-3.702098846
7203,8,MAJADA-AV.INDUSTRIA,Calle de la Majada 4,40.601581573,-3.697218180
7204,8,MAJADA-AV.INDUSTRIA,Calle de la Majada 3,40.601772308,-3.697279215
7205,8,AV.INDUSTRIA-IMPRENTA,Avda de la Industria 25,40.606029510,-3.697784424
7206,8,AV.INDUSTRIA-IMPRENTA,Avda de la Industria 25,40.606025696,-3.698068142
7207,8,AV.INDUSTRIA-BATANES,Avda de la Industria 26,40.611431122,-3.696965933
7208,8,AV.INDUSTRIA-BATANES,Avda de la Industria 24,40.611293793,-3.697200775
7209,8,AV.INDUSTRIA-PZA.ESCUADRA,Avda de la Industria 34,40.613029480,-3.699334860
7210,8,AV.COLMENAR VIEJO-DESCUBRIDORES,Avda de Colmenar Viejo 46,40.608989716,-3.714482307
7211,8,AV.VIÑUELAS-GTA.OLIVO,Avda de Viñuelas 27,40.596412659,-3.703180075
7212,8,AV.INDUSTRIA-PZA.ESCUADRA,Avda de la Industria 34,40.612873077,-3.699463367
7213,8,AV.COLMENAR VIEJO-C.C.EL ZOCO,Avda de Colmenar Viejo 44,40.610774994,-3.712976456
7214,8,AV.COLMENAR VIEJO-LITERATOS,Avda de Colmenar Viejo SN,40.609111786,-3.713880777
7215,8,AV.PARQUE-COLEGIO,Avda del Parque 33,40.609210968,-3.716836929
7216,8,AV.PARQUE-COLEGIO,Avda del Parque SN,40.608802795,-3.716868162
7217,8,AV.ARTESANOS-FORESTA,Avda de los Artesanos 56,40.613780975,-3.707428694
7218,8,AV.ARTESANOS-FORESTA,Sect   Foresta 5,40.613494873,-3.708465815
7219,8,VADO-GTA.ROBLE,Calle del Vado 2,40.596935272,-3.701353550
7220,8,AV.ENCUARTES-AV.LABRADORES,Avda de los Encuartes 46,40.598480225,-3.710836649
7221,8,AV.ENCUARTES-AV.LABRADORES,Avda de los Encuartes 5,40.598297119,-3.711200953
7222,8,AV.VIÑUELAS-PZA.ENCINA,Avda de Viñuelas 2,40.595249176,-3.707457781
7223,8,PZA.ESTACIÓN-EST.TRES CANTOS,Plaza de la Estación SN,40.598724365,-3.715212107
7224,8,RONDA VALDECARRIZO-IMPRENTA,Ronda de Valdecarrizo 15,40.606864929,-3.694967985
7225,8,BATANES-RONDA VALDECARRIZO,Calle de Batanes 2,40.612010956,-3.694784880
7226,8,AV.VIÑUELAS Nº17,Avda de Viñuelas 17,40.596019745,-3.704984188
7227,8,AV.VIÑUELAS-PZA.ENCINA,Avda de Viñuelas 1,40.595638275,-3.707473755
7228,8,CTRA.M607-INDUSTRIAL ZONA OESTE,Ctra de Colmenar Viejo SN,40.605426788,-3.722162962
7229,8,AV.ARTESANOS-GUARDIA CIVIL,Avda de los Artesanos 62,40.614624023,-3.709364414
7230,8,AV.ARTESANOS-PZA.CHIMENEA,Avda de los Artesanos 48,40.613368988,-3.705674648
7231,8,CORREDERA-LAS COLMENAS,Calle de la Corredera 5,40.669071198,-3.772776842
7232,8,AV.ARTESANOS-PZA.CHIMENEA,Avda de los Artesanos 46,40.613441467,-3.705391884
7233,8,TOMÁS LUIS DE VITORIA-CRUZ ROJA,Calle de Tomás Luis de Vitoria 34,40.669490814,-3.773515224
7234,8,CºPOZO ESCALO-GTA.MÚSICOS,Camino del Pozo Escalo 15,40.668197632,-3.775641918
7235,8,POL.IND.LA MINA-COLEGIO,Calle del Pradillo 6,40.655529022,-3.752535343
7236,8,CTRA.M615-EL GAMONAL,Ctra   M-615 A Matalpino 2,40.707527161,-3.954828262
7237,8,AV.DE LOS LINARES-COLONIA LA MALICIOSA,Avda del Generalísimo 2500,40.728439331,-3.952142954
7238,8,CTRA.M617-URB.EL EJIDO,Ctra de Mataelpino a El Boalo 1400,40.720500946,-3.921564817
7239,8,SAN SEBASTIÁN-AYUNTAMIENTO,Calle de San Sebastián 16,40.718105316,-3.919045448
7240,8,CTRA.M615-URB.BERROCAL IV,Avda de América 2,40.722011566,-3.951542377
7241,8,CTRA.M617-URB.PONDEROSA,Ctra de Mataelpino a El Boalo 2500,40.726165771,-3.933922291
7242,8,CTRA.M617-URB.EL REBOLLAR,Paseo de Madrid 200,40.713851929,-3.909243345
7243,8,CTRA.M608-INSTITUTO,Calle  Ave María 1,40.755706787,-3.780733347
7244,8,CTRA.M617-URB.LA DEHESA,Paseo de Madrid 3,40.715888977,-3.914693594
7245,8,CTRA.M607-URB.LAS PRADERAS,Ctra de Navacerrada 31,40.702491760,-3.944008350
7246,8,MATAELPINO-AV.DE LOS LINARES,Ctra de Mataelpino a El Boalo 1,40.733547211,-3.947916985
7247,8,CTRA.M607-LAS VIÑAS,Ctra de Navacerrada 29,40.700717926,-3.941355467
7248,8,CTRA.M617-PUNTO DE INFORMACIÓN,Paseo de Madrid 3,40.716701508,-3.916670084
7249,8,AV.VÍCTIMAS DEL TERRORISMO-URB.VISTARREAL,Avda de las Víctimas del Terrorismo s/n,40.764709473,-3.781608820
7250,8,CTRA.M611-GRUTA DE BEGOÑA,Ctra a Madrid (a) 10,40.807857513,-3.771480083
7251,8,MIRAFLORES DE LA SIERRA-CENTRO SOCIAL,Ctra  Bustarviejo 14,40.811408997,-3.766909122
7252,8,CTRA.M610-URB.EL PERALEJO,Calle   Abedules 2,40.814052582,-3.752924442
7253,8,BUSTARVIEJO-LA MARUJA,Calle de San Sebastián 2,40.858242035,-3.712218046
7254,8,AV.VÍCTIMAS DEL TERRORISMO-URB.VISTARREAL,Avda de las Víctimas del Terrorismo s/n,40.764736176,-3.781810522
7255,8,CTRA.M611-GRUTA DE BEGOÑA,Ctra a Madrid (a) 12,40.806823730,-3.771136045
7256,8,MIRAFLORES DE LA SIERRA-CENTRO SOCIAL,Ctra  Bustarviejo 19,40.811580658,-3.765393496
7257,8,CTRA.M610-URB.EL PERALEJO,Ctra  Bustarviejo 73,40.813510895,-3.754424095
7258,8,VALDEMANCO-AV.DESVÍO,Avda del Desvío 5500,40.871288300,-3.663666725
7259,8,MIRAFLORES DE LA SIERRA-GUARDIA CIVIL,Ctra  Bustarviejo 63,40.814109802,-3.759185553
7260,8,MIRAFLORES DE LA SIERRA-GUARDIA CIVIL,Ctra   Bustarviejo 18700,40.813724518,-3.758707047
7261,8,CTRA.M610-CAMPING,Ctra de Miraflores 69,40.843517303,-3.751846313
7262,8,CTRA.M610-CAMPING,Ctra de Miraflores 14600,40.843368530,-3.752117395
7263,8,AV.LA CABRERA-CTRA.VALDEMANCO,Avda de la Cabrera 6,40.857315063,-3.613327503
7264,8,CTRA.M610-URB.EL ENCLAVE,Avda del Desvío 46,40.865764618,-3.673199415
7265,8,AV.VÍCTIMAS DEL TERRORISMO-CºARRIEROS,Avda de las Víctimas del Terrorismo s/n,40.759593964,-3.782638788
7266,8,AV.VÍCTIMAS TERRORISMO-CºNAVALAFUENTE,Avda de las Víctimas del Terrorismo s/n,40.758083344,-3.782656431
7267,8,AV.LA CABRERA-CTRA.VALDEMANCO,Avda de la Cabrera 8,40.857372284,-3.613161802
7268,8,BUSTARVIEJO-CTRA.MIRAFLORES,Ctra de Miraflores 31,40.858570099,-3.717477798
7269,8,BUSTARVIEJO-CORREOS,Calle  Real 86,40.859230042,-3.705619812
7270,8,BUSTARVIEJO-CORREOS,Calle  Real 105,40.859375000,-3.705514431
7271,8,CTRA.M610-URB.LA PESQUERA,Calle el Requebradero 3 T,40.863639832,-3.688686609
7272,8,CTRA.M610-URB.EL ENCLAVE,Avda del Desvío 6400,40.865612030,-3.673245430
7273,8,CTRA.M610-EL HOYUELO,Ctra de Miraflores 15200,40.838817596,-3.755043268
7274,8,CTRA.M610-BADÉN DEL HOYUELO,Ctra de Miraflores 15300,40.837894440,-3.755910397
7275,8,BUSTARVIEJO-ARROYO FLORES,Calle del Arroyo Flores 14,40.858409882,-3.717618227
7276,8,BUSTARVIEJO-CAÑADA,Calle de la Cañada 9400,40.858131409,-3.711493015
7277,8,CTRA.M611-LOS COLLADILLOS,Ctra de Soto del Real 2600,40.779457092,-3.774919987
7278,8,CTRA.M611-LOS COLLADILLOS,Ctra de Soto del Real 2600,40.779399872,-3.775191784
7279,8,BUSTARVIEJO-CAMPOSOLO,Ctra de Valdemanco 12,40.860427856,-3.699628592
7280,8,CTRA.M610-URB.EL ROBLEDAL,Ctra de Valdemanco 28,40.861305237,-3.694488287
7281,8,CTRA.M610-URB.EL ROBLEDAL,Ctra de Valdemanco 28,40.861476898,-3.694383383
7282,8,BUSTARVIEJO-PEDREGAL,Calle el Pedregal 2,40.860347748,-3.701015949
7283,8,CTRA.M610-FUENTE DEL COLLADO,Ctra de Miraflores 11200,40.855274200,-3.730480909
7284,8,CTRA.M610-FUENTE DEL COLLADO,Ctra de Miraflores 11300,40.855514526,-3.730922699
7285,8,CTRA.M610-URB.LA PESQUERA,Ctra de Valdemanco 7500,40.863430023,-3.688719988
7286,8,CTRA.M610-URB.LA HOYA,Ctra   M-610 (La Cabrera) 3400,40.859313965,-3.649605751
7287,8,CTRA.M610-URB.LA HOYA,Ctra   M-610 (La Cabrera) 8,40.859199524,-3.649687529
7288,8,CTRA.M610-COLONIA EL ROBLE,Ctra de Valdemanco 2600,40.854831696,-3.639797449
7289,8,CTRA.M610-COLONIA EL ROBLE,Ctra  M-610 (LA CABRERA) 1,40.855190277,-3.641616106
7290,8,VALDEMANCO-AV.DESVÍO,Avda del Desvío 17,40.871154785,-3.663261890
7291,8,AV.LA CABRERA-CARLOS JIMÉNEZ DIAZ,Avda de la Cabrera 19,40.860935211,-3.613657475
7292,8,NAVALAFUENTE-CUATRO CAMINOS,Calle   Eras de Abajo 21600,40.822044373,-3.677168369
7293,8,AV.ALEJANDRO RUBIO-CALERIZA,Avda   Alejandro Rubio 81,40.786029816,-3.703599930
7294,8,AV.ALEJANDRO RUBIO-ERAS DE ARRIBA,Avda   Alejandro Rubio 55,40.784702301,-3.699923754
7295,8,CTRA.M625-CAMPING,Ctra de M-625 (Guadalix) 19300,40.807979584,-3.691015482
7296,8,CTRA.M625-CAMPING,Ctra de M-625 (Guadalix) 19500,40.808647156,-3.690690517
7297,8,CAÑO-URB.LAS CIGÜEÑAS,Calle  Caño 45,40.783916473,-3.694273949
7298,8,AV.ALEJANDRO RUBIO-CALERIZA,Avda   Alejandro Rubio 81,40.785991669,-3.703824759
7299,8,CTRA.M608-INSTITUTO,Ctra de Torrelaguna-Escorial SN,40.755565643,-3.780624866
7300,8,CTRA.M-608-URB.GUADALCAMPO,Ctra de M-608 (Soto del Real) 8100,40.785259247,-3.707668781
7301,8,URB.EL CHAPARRAL,Avda del Chaparral 2,40.825500488,-3.655537128
7302,8,CTRA.M625-URB.LAS PRADERAS,Ctra de M-625 (Guadalix) 21000,40.817470551,-3.679766178
7303,8,CTRA.M625-URB.LAS PRADERAS,Avda de las Praderas 33,40.817104340,-3.680628061
7304,8,AV.ALEJANDRO RUBIO-ERAS DE ARRIBA,Avda   Alejandro Rubio 55,40.784603119,-3.699721098
7305,8,CTRA.M625-CANCHO,Ctra de Navalafuente a Cabanillas 22400,40.823837280,-3.668932915
7306,8,CTRA.M625-CANCHO,Calle   Cancho 2,40.824260712,-3.669411659
7307,8,PRADO PANETES-COLEGIO,Calle  Prado Panetes 1,40.781970978,-3.695450783
7308,8,CTRA.M625-VIVEROS,Ctra de Navalafuente 38,40.794231415,-3.692413807
7309,8,CTRA.M608-LOS CERRILLOS,Ctra de Torrelaguna-Escorial 2,40.757278442,-3.776083946
7310,8,CTRA.M608-LOS CERRILLOS,Ctra de Torrelaguna-Escorial 2,40.757122040,-3.775537252
7311,8,CTRA.M608-URB.LAS CUMBRES,Ctra de M-608 (Soto del Real) 8000,40.785491943,-3.707766056
7312,8,CTRA.M625-VIVEROS,Ctra de Navalafuente 17700,40.793865204,-3.692469358
7313,8,NAVALAFUENTE-CUATRO CAMINOS,Calle   Eras de Abajo 21600,40.822052002,-3.676978827
7314,8,PARQUE DE LAS ERAS,Calle el Callejón 1,40.781440735,-3.691226244
7315,8,EGIDO-PARQUE GUILLERMO RUBIO,Calle   Egido 35,40.784324646,-3.687996864
7316,8,AV.CHOPERA-COMPLEJO DEPORTIVO,Avda de Chopera 32,40.784309387,-3.685448647
7317,8,CTRA.M608-LOS PINAREJOS,Avda de Miraflores de la Sierra 1,40.764583588,-3.747721434
7318,8,AV.MADRID-PARQUE PRÍNCIPE FELIPE,Avda de Madrid 37,40.680404663,-3.614022255
7319,8,AV.MADRID-PARQUE PRÍNCIPE FELIPE,Calle de Félix Sanz 31,40.680347443,-3.614270210
7320,8,AV.MADRID-RESIDENCIAL GUADALIX,Avda de Madrid 3,40.676971436,-3.613990784
7321,8,AV.MADRID-RESIDENCIAL GUADALIX,Avda de Madrid 3,40.676742554,-3.614248991
7322,8,AV.MADRID-AV.ALCALDE LORENZO GINÉS,Avda de Madrid 32,40.685310364,-3.611014128
7323,8,AV.MADRID-AV.ALCALDE LORENZO GINÉS,Avda de Madrid 32,40.685264587,-3.611179352
7324,8,AV.BARAJAS-ARROYO DE LA VEGA,Avda de Barajas 4,40.537471771,-3.623744249
7325,8,AV.VEGA-AV.BARAJAS,Avda de la Vega 1,40.536521912,-3.624597311
7326,8,AV.VEGA-AV.ERMITA,Avda de la Vega 24,40.534042358,-3.635012150
7327,8,AV.ESPAÑA-ÁVILA,Avda de España 56 A,40.544734955,-3.631818295
7328,8,PºCHOPERA-AV.DR.SEVERO OCHOA,Paseo de la Chopera 122,40.544986725,-3.651282787
7329,8,AV.MADRID-VALENCIA,Avda de Madrid 21,40.549846649,-3.637889624
7330,8,AV.MADRID-MANUEL DE FALLA,Avda de Madrid 71,40.553211212,-3.640236616
7331,8,AV.ERMITA-EST.LA MORALEJA,Avda de la Ermita 5,40.532337189,-3.635503769
7332,8,AV.COLMENAR VIEJO-RAMÓN ESTEBAN,Avda de Colmenar Viejo 16,40.545524597,-3.629097700
7333,8,PALOMARES-PARQUE LOS OLIVOS,Calle de los Palomares 21,40.596824646,-3.502776861
7334,8,AV.ANDALUCÍA-COLEGIO,Avda de Andalucía 55,40.671871185,-3.779588938
7335,8,AV.PUENTE MANZANARES-PUENTE GRAJAL,Avda del Puente del Manzanares 7,40.675338745,-3.781203032
7336,8,AV.ANDALUCÍA-CÁDIZ,Avda de Andalucía 57,40.673145294,-3.780597687
7337,8,PºESTACIÓN-VIRGEN DEL PUERTO,Paseo de la Estación 25,40.651298523,-3.773884773
7338,8,PºESTACIÓN-COLEGIO,Paseo de la Estación 29,40.648689270,-3.774635315
7339,8,ZURBARÁN-AV.REMEDIOS,Calle de Zurbarán 17,40.671043396,-3.770291328
7340,8,DOCTOR DE LA MORENA-COLEGIO,Calle del Doctor de la Morena 1,40.660182953,-3.761258841
7341,8,ZURBARÁN-MADRID,Calle de Zurbarán 2,40.670734406,-3.773233891
7342,8,PºESTACIÓN-VIRGEN DEL PUERTO,Paseo de la Estación 26,40.651371002,-3.774086714
7343,8,SOLEDAD-RESIDENCIA DE ANCIANOS,Calle de la Soledad 52,40.658424377,-3.761794806
7344,8,SOLEDAD-RESIDENCIA DE ANCIANOS,Calle de la Soledad 61,40.658557892,-3.761902809
7345,8,EJIDILLO-MUSGO,Calle del Ejidillo 81,40.655662537,-3.764140844
7346,8,EJIDILLO-MUSGO,Calle del Ejidillo 81,40.655353546,-3.764101982
7347,8,PºESTACIÓN-COLEGIO,Paseo de la Estación 29,40.648834229,-3.774814367
7348,8,CORREDERA-ISLA CABRERA,Calle de la Corredera 3,40.668910980,-3.772467375
7349,8,ZURBARÁN-AV.REMEDIOS,Calle de Zurbarán 17,40.670970917,-3.770089388
7350,8,DEHESA-SÉNECA,Cllja de la Dehesa 6,40.670257568,-3.769122839
7351,8,DEHESA-SÉNECA,Cllja de la Dehesa 4,40.670120239,-3.769322395
7352,8,DEHESA-HERNANDO DE SOTO,Cllja de la Dehesa 13,40.673225403,-3.767015457
7353,8,DEHESA-HERNANDO DE SOTO,Cllja de la Dehesa 11,40.673244476,-3.767181158
7354,8,CRISTÓBAL COLÓN-MAGALLANES,Calle de Cristóbal Colón 1,40.674770355,-3.763731956
7355,8,CRISTÓBAL COLÓN-MAGALLANES,Calle de Cristóbal Colón 1,40.674591064,-3.764002085
